link,option
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35421
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35415
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35403
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35393
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35388
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35383
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35382
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35359
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35357
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35351
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60191,35340
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60192,35512
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60192,35511
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60192,35507
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60192,35500
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60192,35461
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35594
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35570
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35566
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35565
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35565
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35557
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60197,35556
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35733
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35732
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35731
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35730
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35728
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35727
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35725
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35704
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35701
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35673
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35672
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35671
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35663
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35657
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35622
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60198,35614
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35894
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35873
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35869
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35852
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35835
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35821
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35769
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60206,35767
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35966
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35962
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35961
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35960
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35957
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60211,35953
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,36094
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,36092
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,36090
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,36089
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,36030
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35994
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35993
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35992
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35979
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35978
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60221,35975
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36349
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36323
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36300
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36279
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36277
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36275
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60223,36274
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36588
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36372
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36363
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36361
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36360
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36359
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60214,36358
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36600
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36599
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36598
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36596
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36422
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36421
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36419
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36418
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36417
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36413
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60224,36411
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36803
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36758
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36750
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36748
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36729
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36728
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36721
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36719
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36716
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36679
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36672
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36671
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36664
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36637
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36634
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36610
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60229,36609
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60231,37079
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60231,36944
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60231,36943
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60231,36942
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60231,36939
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37396
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37395
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37394
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37393
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37389
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37387
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37193
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37191
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37185
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37179
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37177
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37173
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60233,37088
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37573
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37572
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37571
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37448
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37441
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37422
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60239,37419
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37632
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37629
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37625
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37624
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37622
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37587
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37586
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60241,37585
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37932
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37931
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37928
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37927
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37899
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37892
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37859
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37856
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37850
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37833
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37829
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37826
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60243,37779
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60245,38029
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60245,38026
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60245,38016
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38147
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38110
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38109
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38069
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38067
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60268,38063
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38200
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38192
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38187
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38184
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38182
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38181
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38174
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38170
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60305,38169
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38377
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38356
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38355
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38353
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38338
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38336
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38335
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38333
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38332
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60323,38330
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38444
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38408
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38398
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38394
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38391
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38386
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60326,38383
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60387,38651
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60387,38647
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38829
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38828
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38819
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38817
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38765
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38764
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60396,38763
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60429,38875
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60429,38873
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60429,38872
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38956
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38954
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38946
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38945
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38944
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38911
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38909
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60432,38908
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60446,38994
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39234
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39231
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39230
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39226
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39209
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39208
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39207
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39202
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39145
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39143
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39119
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39112
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60451,39067
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60482,39246
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60482,39244
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60482,39241
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60482,39239
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60484,39356
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60484,39353
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60484,39346
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60484,39269
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60484,39247
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60495,39418
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39739
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39738
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39737
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39736
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39733
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39732
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39731
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39730
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39623
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39622
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60506,39621
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39772
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39770
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39768
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39766
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39750
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39742
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60527,39741
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39830
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39829
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39805
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39794
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39791
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60536,39788
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60556,39860
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60556,39848
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60556,39847
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60556,39844
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60556,39837
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60557,39883
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60557,39881
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60557,39878
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60557,39877
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60557,39874
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60570,39916
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60570,39915
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60570,39914
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60570,39913
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60570,39912
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60575,39930
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60575,39929
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60575,39928
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60575,39927
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39967
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39966
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39954
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39952
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39951
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39950
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39947
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60576,39943
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39996
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39995
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39994
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39993
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39992
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39991
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39990
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60596,39988
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40186
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40184
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40181
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40178
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40152
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40147
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40135
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40131
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60612,40117
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40249
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40248
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40247
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40246
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40245
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40244
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40243
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40240
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40239
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40237
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40236
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60660,40229
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40653
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40601
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40592
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40590
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40566
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40565
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40564
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40562
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40559
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40552
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40545
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40540
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60691,40538
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9395
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9396
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9397
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9398
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9399
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9400
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60705,9401
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60773,9402
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60773,9403
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60773,9404
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60773,9405
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60773,9406
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9412
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9413
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9414
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9415
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9416
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9417
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9418
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9419
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9420
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60833,9421
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9422
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9423
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9424
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9425
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9426
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9427
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9428
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60859,9429
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60868,9431
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60868,9432
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60868,9433
https://www.camara.leg.br/presenca-comissoes/votacao-portal?reuniao=60868,9434
